wCount,wRows,wCols,wChls,yRows,yCols,vStride,hStride,ForLoopConvolution,UnrolledInputConvolution,UnrolledInputChlMajInputConvolution,UnrolledOutputConvolution,UnrolledInputImplicitInPaddingConvolution,UnrolledInputExplicitOutPaddingConvolution,UnrolledInputExplicitPaddingConvolution,PartiallyUnrolledInputImplicitInPaddingConvolution,PartiallyUnrolledInputExplicitOutPaddingConvolution,PartiallyUnrolledInputExplicitPaddingConvolution
512,3,3,32,256,256,1,1,10305,70.975,62.675,358.8,70.575,54.86,66.35,201.233,171.033,192.7
32,3,3,64,256,256,1,1,1334,51.72,65.2625,21.1917,83.4333,46.9909,69.9125,27.4421,4.25932,5.27684
64,3,3,64,256,256,1,1,2675.9,59.4222,66.4625,44.75,86.5333,49.5182,71.4,36.0857,7.82344,9.83922
128,3,3,64,256,256,1,1,5351.4,62.3,75.5714,90.9,91.4167,56.6333,78.0286,56.9556,22.7864,28.5222
256,3,3,64,256,256,1,1,10683.2,76.6571,87.0667,181.367,101.5,68.05,90.75,95.2333,61.7222,74.5143
512,3,3,64,256,256,1,1,21419.7,104.92,112.94,372.7,128.225,99.2,118.84,183.567,147.325,166.967
32,3,3,128,256,256,1,1,2722.8,110.28,126.05,23.981,161.3,93.7667,138.625,64.15,8.98036,10.156
64,3,3,128,256,256,1,1,5448.2,117.34,135.1,49.4364,170.167,99.1833,144.775,75.9,19.0074,20.9208
128,3,3,128,256,256,1,1,10906.5,129.625,147.9,95.6333,181.467,114.02,152.975,98.4667,41.1154,46.8727
256,3,3,128,256,256,1,1,21762.4,158.725,171.133,188.4,200,133.125,178.667,141.55,74.1143,87.05
512,3,3,128,256,256,1,1,43663.6,211.633,224.267,351.9,253.65,190.4,232.533,233.167,170.4,189.633
32,3,3,256,256,256,1,1,5512.8,180.7,243.333,29.0167,306.5,178.6,257.65,127.125,27.4737,29.3556
64,3,3,256,256,256,1,1,11026.1,190.1,246.567,53.91,316.85,189.5,261.1,134.575,39.1,41.5923
128,3,3,256,256,256,1,1,22007.1,206.067,266.05,102.24,333.7,202.1,280.75,165.875,63.8625,71.9143
256,3,3,256,256,256,1,1,44059.7,241.367,306.25,193.933,374.25,242.833,318.1,216.467,113.32,125
512,3,3,256,256,256,1,1,88078,338.15,404.25,377.05,468.9,337.15,418.15,319.15,203.533,227.533
